#,Player,Nation,Position,Team,League,Age,Born,90s,TotPass,PassAtt,TotDist,PrgDist,ShortPass,ShortPassAtt,MedPass,MedPassAtt,LongPass,LongPassAtt,Asissts,Goals,Shoots,SoT,FreeKicks,SCA,PassLiveToShoot,PassDeadToShoot,DribToShoot,ShootToShoot,FoulToShoot,DefToShoot,GCA,PassLiveToGoal,PassDeadToGoal,DribToGoal,ShootToGoal,FoulToGoal,DefToGoal
1479,Paul Lasne\542cc80f,fr FRA,MF,Brest,fr Ligue 1,32,1989,9.4,356,424,6539,1638,156,172,136,153,52,73,1,0,8,1,1,19,14,1,0,0,2,2,2,1,1,0,0,0,0
1480,Latasa\2bea832e,es ESP,FW,Real Madrid,es La Liga,20,2001,0.1,4,5,37,0,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,Toni Lato\8e088e04,es ESP,DFMF,Valencia,es La Liga,23,1997,6.6,234,310,4605,1720,96,112,106,129,27,56,1,0,0,0,0,10,9,0,0,0,1,0,1,1,0,0,0,0,0
1482,Armand Lauriente\2d22cea7,fr FRA,FWMF,Lorient,fr Ligue 1,22,1998,27.5,564,722,9066,2231,298,349,204,252,44,73,2,6,85,37,22,85,52,5,8,11,6,3,7,3,0,2,2,0,0
1483,Darko Lazović\5128bde4,rs SRB,DF,Hellas Verona,it Serie A,30,1990,30.7,1098,1543,19327,9552,482,603,503,657,98,202,7,1,46,10,1,75,65,4,3,3,0,0,9,9,0,0,0,0,0
1484,Manuel Lazzari\02caf6e0,it ITA,DF,Lazio,it Serie A,27,1993,18.5,884,1033,13427,4278,503,540,305,353,50,85,3,3,12,6,0,33,22,2,4,0,3,2,12,6,1,2,0,2,1
1485,Théo Le Bris\afe39ca8,fr FRA,MF,Lorient,fr Ligue 1,18,2002,0.7,12,16,149,34,8,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,Jérémy Le Douaron\88c4d190,fr FRA,FW,Brest,fr Ligue 1,23,1998,16.1,205,315,2757,456,140,171,43,86,9,19,3,5,37,16,0,22,18,0,0,1,2,1,3,3,0,0,0,0,0
1487,Enzo Le Fée\6f806d99,fr FRA,MFFW,Lorient,fr Ligue 1,21,2000,24.4,956,1213,18190,5421,456,508,322,399,150,250,3,1,33,9,5,93,54,24,3,3,5,4,4,2,1,0,0,1,0
1488,Vincent Le Goff\2321ea6e,fr FRA,DF,Lorient,fr Ligue 1,31,1989,34.0,1448,1838,25510,11195,650,722,653,789,121,251,1,1,26,4,0,60,49,5,1,2,1,2,5,4,0,0,1,0,0
1489,Maxime Le Marchand\321a71a7,fr FRA,DF,Strasbourg,fr Ligue 1,31,1989,9.6,480,547,10251,4106,151,161,242,263,81,114,1,1,3,2,0,4,3,0,0,0,0,1,1,1,0,0,0,0,0
1490,Robin Le Normand\9a64e67e,fr FRA,DF,Real Sociedad,es La Liga,24,1996,37.0,1888,2109,40928,9960,496,552,1019,1092,356,439,1,1,18,4,0,6,3,1,0,2,0,0,2,2,0,0,0,0,0
1491,Patrick Leal\d97ec0d1,us USA,MF,Venezia,it Serie A,18,2003,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,Rafael Leão\20730eae,pt POR,FW,Milan,it Serie A,22,1999,28.9,579,805,10387,3224,279,349,213,286,78,113,10,11,97,38,0,105,63,0,24,7,7,4,21,14,0,5,0,1,1
1493,Jean-Louis Leca\edbe46dc,fr FRA,GK,Lens,fr Ligue 1,35,1985,25.7,554,733,14872,9836,157,157,204,207,176,351,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1494,Jeremías Ledesma\6c4776b1,ar ARG,GK,Cádiz,es La Liga,28,1993,38.0,605,1156,26578,19853,46,48,177,180,379,923,0,0,1,1,0,5,3,1,0,0,1,0,0,0,0,0,0,0,0
1495,Pierre Lees-Melou\f5044e54,fr FRA,MF,Norwich City,eng Premier League,28,1993,25.2,817,1033,16023,4458,370,427,284,333,144,219,0,1,33,9,0,52,44,1,1,1,1,4,1,0,0,0,0,1,0
1496,Wu Lei\e3fabb0a,cn CHN,FWMF,Espanyol,es La Liga,29,1991,5.3,72,101,1077,234,41,51,23,30,4,11,0,1,7,5,0,11,10,0,0,1,0,0,0,0,0,0,0,0,0
1497,Maxim Leitsch\7e12a98d,de GER,DF,Bochum,de Bundesliga,23,1998,17.1,681,806,15694,3912,151,177,369,394,152,215,0,1,5,1,0,8,6,0,0,1,0,1,2,2,0,0,0,0,0
1498,Lucas Leiva\4c78b5ed,br BRA,MF,Lazio,it Serie A,34,1987,18.9,1146,1243,19607,5613,533,558,496,536,101,118,0,0,3,0,0,21,16,1,0,0,1,3,4,3,0,0,0,0,1
1499,Florian Lejeune\6eaed4eb,fr FRA,DF,Alavés,es La Liga,30,1991,30.0,928,1161,25702,9089,176,200,437,502,308,442,0,0,22,2,6,10,8,1,0,0,0,1,1,1,0,0,0,0,0
1500,Iñigo Lekue\59b7d823,es ESP,DF,Athletic Club,es La Liga,28,1993,21.4,887,1207,16766,7774,368,415,395,503,109,248,2,0,7,1,0,32,23,6,1,1,0,1,4,2,0,1,0,0,1
1501,Thomas Lemar\4dbd0916,fr FRA,MF,Atlético Madrid,es La Liga,25,1995,16.0,637,810,11003,3308,323,367,212,259,84,144,5,4,29,8,1,62,44,7,3,5,3,0,11,7,1,1,2,0,0
1502,Félix Lemaréchal\8ca9415f,ci CIV,MF,Monaco,fr Ligue 1,17,2003,0.1,12,15,202,13,6,7,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,Mario Lemina\2b471f99,ga GAB,MF,Nice,fr Ligue 1,27,1993,21.9,1054,1193,20862,5068,354,394,531,567,153,205,0,2,16,4,0,27,23,0,0,0,3,1,3,2,0,0,0,1,0
1504,Fabien Lemoine\54d51e22,fr FRA,MF,Lorient,fr Ligue 1,34,1987,12.4,777,877,15153,3718,290,325,359,382,109,143,1,0,4,0,0,18,17,1,0,0,0,0,1,1,0,0,0,0,0
1505,Tim Lemperle\792ffa71,de GER,FWMF,Köln,de Bundesliga,19,2002,1.7,40,61,539,143,28,40,9,14,2,4,0,2,7,3,0,11,9,0,0,1,0,1,0,0,0,0,0,0,0
1506,Ruben Lendinez\755da865,es ESP,DF,Valencia,es La Liga,18,2003,1.5,41,51,890,311,12,14,21,23,8,14,0,0,1,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0
1507,Clément Lenglet\4f28a6ff,fr FRA,DF,Barcelona,es La Liga,26,1995,9.2,740,815,15935,5227,208,224,389,399,138,177,1,0,2,1,0,6,6,0,0,0,0,0,2,2,0,0,0,0,0
1508,Aaron Lennon\2ff964a0,eng ENG,MF,Burnley,eng Premier League,34,1987,17.2,254,384,3762,862,159,199,73,106,17,45,0,2,12,4,0,32,20,0,5,1,6,0,5,1,0,2,0,2,0
1509,Bernd Leno\2628fd2b,de GER,GK,Arsenal,eng Premier League,29,1992,4.0,72,111,2043,1251,20,20,24,24,26,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,Christopher Lenz\bbd86530,de GER,DF,Eint Frankfurt,de Bundesliga,26,1994,7.4,376,518,7289,2992,156,185,158,211,58,105,1,0,5,0,0,20,12,8,0,0,0,0,1,0,1,0,0,0,0
1511,Léo Leroy\fcc84a07,fr FRA,MF,Montpellier,fr Ligue 1,21,2000,7.0,263,322,4606,1250,131,154,91,103,36,46,0,0,8,2,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0
1512,Alexandre Letellier\96fcd380,fr FRA,GK,Paris S-G,fr Ligue 1,30,1990,0.1,3,3,55,35,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,Robert Lewandowski\8d78e732,pl POL,FW,Bayern Munich,de Bundesliga,32,1988,32.7,589,769,8368,1671,373,454,160,205,31,53,3,35,157,77,3,104,67,1,13,12,9,2,15,10,0,1,3,1,0
1514,Jamie Leweling\13fe7b69,de GER,FWDF,Greuther Fürth,de Bundesliga,20,2001,21.8,280,424,4688,985,145,189,97,132,28,62,1,5,45,16,0,40,21,1,5,3,7,3,2,1,0,0,0,1,0
1515,Jamal Lewis\efb9215a,nir NIR,DF,Newcastle Utd,eng Premier League,23,1998,2.9,81,103,1454,521,35,39,31,38,13,22,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0
1516,Luca Lezzerini\c9c32262,it ITA,GK,Venezia,it Serie A,26,1995,5.5,155,197,4340,2405,27,27,67,67,58,100,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1517,Ben Lhassine Kone\7452c7a8,ci CIV,MF,Torino,it Serie A,21,2000,0.9,30,36,637,123,11,11,14,19,5,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1518,Yanis Lhery\cc972842,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,18,2003,0.8,11,15,106,19,9,10,0,1,0,1,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1519,Dimitri Liénard\f7691f63,fr FRA,DFMF,Strasbourg,fr Ligue 1,33,1988,22.7,1053,1438,21802,7108,409,460,456,546,174,382,3,2,24,3,5,62,33,23,0,3,2,1,7,5,0,0,1,1,0
1520,Philipp Lienhart\302527b2,at AUT,DF,Freiburg,de Bundesliga,25,1996,31.9,1487,1725,36464,10080,273,312,836,896,371,495,0,5,19,7,0,15,10,0,0,4,1,0,1,0,0,0,1,0,0
1521,Matthijs de Ligt\d6e53a3a,nl NED,DF,Juventus,it Serie A,21,1999,29.7,1496,1664,33019,9255,382,412,823,873,278,359,1,3,20,10,0,19,13,0,0,2,1,3,1,1,0,0,0,0,0
1522,Isaac Lihadji\57a46f3f,fr FRA,MFFW,Lille,fr Ligue 1,19,2002,2.6,68,96,1080,384,39,47,19,26,7,13,3,1,3,2,0,19,13,1,2,1,2,0,4,3,0,0,0,1,0
1523,Anderson Lima\59be3a74,br BRA,MF,Lazio,it Serie A,21,1999,0.7,25,32,386,59,13,15,12,14,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1524,Andreas Linde\4d6a842d,se SWE,GK,Greuther Fürth,de Bundesliga,28,1993,12.0,324,502,9180,5527,56,57,159,163,105,277,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1525,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,eng Premier League,27,1994,26.2,1164,1295,24598,7163,344,368,627,664,182,241,2,0,4,2,0,10,10,0,0,0,0,0,3,3,0,0,0,0,0
1526,Jesper Lindstrøm\37dc1a48,dk DEN,FWMF,Eint Frankfurt,de Bundesliga,21,2000,22.0,423,608,6797,1792,224,279,140,201,39,78,4,5,55,18,3,75,48,9,8,4,3,3,4,2,1,0,1,0,0
1527,Karol Linetty\d023d70f,pl POL,MFFW,Torino,it Serie A,26,1995,10.0,227,284,3402,827,120,145,89,105,10,20,0,0,13,2,0,35,28,2,1,3,0,1,2,2,0,0,0,0,0
1528,Jesse Lingard\810e3c74,eng ENG,FWMF,Manchester Utd,eng Premier League,28,1992,4.1,132,155,1872,481,74,79,40,49,8,13,0,2,8,6,0,15,12,0,0,2,1,0,1,0,0,0,1,0,0
1529,Pol Lirola\ff800ed8,es ESP,DFMF,Marseille,fr Ligue 1,23,1997,19.7,913,1126,15252,4043,469,533,347,409,84,134,2,1,13,2,0,47,43,2,1,1,0,0,4,4,0,0,0,0,0
1530,Valentino Livramento\afed6722,eng ENG,DF,Southampton,eng Premier League,18,2002,24.5,883,1155,14457,5498,486,546,318,427,70,140,1,1,12,3,0,40,37,0,1,0,2,0,2,1,0,0,0,1,0
1531,Dejan Ljubicic\c455a2b2,at AUT,MFFW,Köln,de Bundesliga,23,1997,21.9,516,730,9175,2661,231,286,201,278,64,103,1,3,29,7,0,70,59,0,3,4,2,2,5,4,0,0,1,0,0
1532,Javier Llabrés\38b0cf42,,FWMF,Mallorca,es La Liga,,,1.5,44,63,793,132,23,28,16,23,5,10,0,0,5,2,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0
1533,Diego Llorente\bba30585,es ESP,DF,Leeds United,eng Premier League,27,1993,26.0,1108,1344,24633,7293,251,287,652,718,193,305,0,3,10,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1534,Marcos Llorente\02c15616,es ESP,DFMF,Atlético Madrid,es La Liga,26,1995,27.2,1060,1321,16938,4974,584,661,352,445,89,140,2,0,16,2,0,41,37,2,1,0,1,0,4,4,0,0,0,0,0
1535,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,eng Premier League,34,1986,38.0,746,943,20372,11588,197,199,290,293,249,441,0,0,0,0,0,6,6,0,0,0,0,0,2,2,0,0,0,0,0
1536,Giovani Lo Celso\d7553721,ar ARG,MFFW,Tottenham,eng Premier League,25,1996,2.6,117,148,1855,340,63,69,28,36,16,22,0,0,9,0,1,10,5,2,0,1,2,0,0,0,0,0,0,0,0
1537,Giovani Lo Celso\d7553721,ar ARG,MFFW,Villarreal,es La Liga,25,1996,11.0,438,539,7772,1949,198,235,168,195,54,70,1,1,19,6,1,35,24,4,2,3,2,0,2,0,1,0,0,1,0
1538,Julen Lobete\a952a529,es ESP,FWMF,Real Sociedad,es La Liga,20,2000,3.2,45,59,534,83,29,36,9,14,2,2,0,2,10,2,0,3,1,0,0,0,2,0,1,0,0,0,0,1,0
1539,Stanislav Lobotka\e1cbb531,sk SVK,MF,Napoli,it Serie A,26,1994,18.7,1344,1444,22512,5098,663,697,560,591,98,118,0,1,2,1,0,33,31,0,0,0,2,0,2,1,0,0,0,1,0
1540,Jürgen Locadia\6cc47ae1,nl NED,FW,Brighton,eng Premier League,27,1993,0.3,2,3,43,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,Jürgen Locadia\6cc47ae1,nl NED,FWMF,Bochum,de Bundesliga,27,1993,4.9,97,123,1722,332,40,51,44,52,11,14,1,2,17,7,0,20,12,0,1,4,2,1,4,3,0,0,1,0,0
1542,Manuel Locatelli\a8a874f1,it ITA,MF,Juventus,it Serie A,23,1998,24.0,1239,1443,25579,7827,457,512,558,619,211,285,3,3,21,3,0,57,52,0,1,3,0,1,9,8,0,0,1,0,0
1543,Banzouzi Locko\40221fa7,fr FRA,DFMF,Reims,fr Ligue 1,19,2002,11.2,362,463,6099,2484,189,221,129,164,36,58,1,1,7,2,0,17,13,1,1,0,0,2,6,5,1,0,0,0,0
1544,Renan Lodi\ed9f7cfe,br BRA,DF,Atlético Madrid,es La Liga,23,1998,13.1,502,640,8267,2309,258,292,191,233,38,79,2,2,10,4,0,18,17,0,0,0,1,0,2,2,0,0,0,0,0
1545,Ruben Loftus-Cheek\e97fd090,eng ENG,MFDF,Chelsea,eng Premier League,25,1996,15.5,877,968,15040,3092,402,430,392,429,68,81,2,0,19,6,0,52,39,0,3,4,3,3,7,4,0,0,2,0,1
1546,Kevin Long\5a4280b1,ie IRL,DF,Burnley,eng Premier League,30,1990,4.6,80,98,1912,599,20,23,39,44,21,28,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1547,Shane Long\9f472354,ie IRL,FW,Southampton,eng Premier League,34,1987,3.4,46,75,492,127,34,53,8,13,0,1,0,1,9,5,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0
1548,Sean Longstaff\a2b105e0,eng ENG,MF,Newcastle Utd,eng Premier League,23,1997,16.3,491,606,9524,2351,203,238,191,218,77,116,1,1,15,2,1,24,20,1,0,1,0,2,4,3,0,0,0,0,1
1549,Ademola Lookman\7c104bb7,ng NGA,FWMF,Leicester City,eng Premier League,23,1997,16.1,418,536,5738,1512,266,305,121,155,16,33,0,6,27,12,0,40,30,1,4,2,2,1,2,1,0,0,0,1,0
1550,Anthony Lopes\f00de885,pt POR,GK,Lyon,fr Ligue 1,30,1990,33.1,946,1127,26216,15368,155,156,457,458,333,511,0,0,0,0,0,5,4,1,0,0,0,0,1,1,0,0,0,0,0
1551,David López\f03f284b,es ESP,MFDF,Espanyol,es La Liga,31,1989,8.3,362,422,6494,2181,144,161,173,191,36,56,0,0,5,4,0,12,10,1,0,1,0,0,1,1,0,0,0,0,0
1552,Diego López\73683fa9,es ESP,GK,Espanyol,es La Liga,39,1981,35.3,837,1143,24438,13954,165,169,367,369,302,602,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1553,Javi López\e9ada8cf,es ESP,DF,Alavés,es La Liga,19,2002,5.1,156,205,3113,1343,57,61,73,90,25,49,0,0,0,0,0,6,4,1,1,0,0,0,1,1,0,0,0,0,0
1554,Maxime Lopez\20094685,fr FRA,MF,Sassuolo,it Serie A,23,1997,32.6,2357,2570,40932,12376,1096,1164,1001,1066,216,268,1,2,16,6,0,93,82,0,5,2,1,3,7,7,0,0,0,0,0
1555,Pau López\20b9f052,es ESP,GK,Marseille,fr Ligue 1,26,1994,29.0,1125,1325,28712,14446,193,194,626,631,300,493,1,0,0,0,0,4,3,1,0,0,0,0,1,1,0,0,0,0,0
1556,Unai López\88050721,es ESP,MF,Rayo Vallecano,es La Liga,25,1995,12.9,667,818,13951,3229,284,303,234,266,136,218,0,0,19,7,4,46,30,9,2,1,3,1,2,1,1,0,0,0,0
1557,Dion Lopy\64c14d49,sn SEN,MF,Reims,fr Ligue 1,19,2002,18.2,541,628,10236,1764,246,280,202,221,82,102,0,0,16,2,0,22,17,1,4,0,0,0,1,1,0,0,0,0,0
1558,Samuel Loric\9004f318,fr FRA,DF,Lorient,fr Ligue 1,21,2000,3.0,88,128,1430,408,53,61,26,40,9,20,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
1559,Anthony Losilla\07c7eb0c,fr FRA,MF,Bochum,de Bundesliga,35,1986,32.6,998,1267,21719,4860,328,417,413,506,239,302,0,2,33,9,0,39,30,0,1,4,1,3,1,1,0,0,0,0,0
1560,Jonas Lössl\939bc634,dk DEN,GK,Brentford,eng Premier League,32,1989,2.0,44,62,1361,781,7,7,17,17,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,Marcel Lotka\5584552e,pl POL,GK,Hertha BSC,de Bundesliga,20,2001,9.8,211,342,7861,5793,23,24,80,80,108,238,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1562,Jordan Lotomba\fc4cf6a7,ch SUI,DF,Nice,fr Ligue 1,22,1998,19.8,822,1004,13330,5387,432,479,319,374,59,105,0,0,9,2,0,32,26,1,4,1,0,0,3,3,0,0,0,0,0
1563,Johaneko Louisjean\9af3613f,fr FRA,DF,Bordeaux,fr Ligue 1,17,2004,0.1,5,6,94,21,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,Imran Louza\e1df6989,ma MAR,MF,Watford,eng Premier League,22,1999,15.7,536,716,10967,3325,204,244,227,270,97,182,0,0,17,4,6,30,13,11,1,2,1,2,1,1,0,0,0,0,0
1565,Matteo Lovato\5fa57166,it ITA,DFMF,Atalanta,it Serie A,21,2000,3.4,167,196,3263,1050,70,79,75,87,20,27,0,0,1,0,0,3,3,0,0,0,0,0,1,1,0,0,0,0,0
1566,Matteo Lovato\5fa57166,it ITA,DF,Cagliari,it Serie A,21,2000,13.8,485,581,11028,3626,114,135,260,286,104,145,0,0,5,1,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0
1567,Eduard Löwen\70678132,de GER,MF,Bochum,de Bundesliga,24,1997,15.7,447,678,9087,3425,193,245,148,205,92,185,2,2,37,13,9,59,34,18,0,5,2,0,3,0,2,0,1,0,0
1568,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,eng Premier League,32,1989,19.7,598,871,11984,5696,287,325,196,268,109,242,2,1,10,2,0,33,25,4,0,1,2,1,2,1,0,0,1,0,0
1569,Anthony Lozano\38699c72,hn HON,FWMF,Cádiz,es La Liga,28,1993,18.6,186,303,2727,606,116,166,45,75,16,32,2,7,49,20,0,36,20,0,3,6,6,1,9,3,0,1,2,2,1
1570,Hirving Lozano\a69e4806,mx MEX,FW,Napoli,it Serie A,26,1995,17.9,468,597,7231,1761,251,298,172,207,27,42,5,5,51,19,0,59,48,0,4,2,4,1,11,8,0,1,0,2,0
1571,Jean Lucas\a99138af,br BRA,MF,Monaco,fr Ligue 1,23,1998,16.1,655,827,12403,2687,305,349,235,283,103,158,1,1,26,9,1,35,16,10,6,1,0,2,2,2,0,0,0,0,0
1572,Anderson Lucoqui\5569bf9a,ao ANG,DF,Mainz 05,de Bundesliga,24,1997,8.3,153,241,2791,1325,67,81,64,100,17,48,0,1,8,4,0,12,10,1,0,1,0,0,0,0,0,0,0,0,0
1573,José Luis Gayà\b05e2dbd,es ESP,DF,Valencia,es La Liga,26,1995,20.8,642,885,12906,5236,275,315,261,341,105,210,4,2,18,9,1,39,33,3,0,0,1,2,8,7,0,0,0,1,0
1574,José Luis Morales\4a478107,es ESP,FWMF,Levante,es La Liga,34,1987,30.2,518,780,9246,3024,251,313,182,259,67,139,7,13,76,32,2,100,59,9,17,6,4,5,13,7,1,3,1,1,0
1575,José Luis Palomino\921f6058,ar ARG,DF,Atalanta,it Serie A,31,1990,29.7,1362,1649,28917,8805,404,455,708,799,238,358,0,1,14,3,0,16,14,0,0,1,0,1,2,1,0,0,0,0,1
1576,Florentino Luís\881cd6be,pt POR,MF,Getafe,es La Liga,21,1999,11.0,352,438,6323,1567,153,186,141,163,44,59,1,0,3,1,0,16,14,0,0,0,0,2,1,1,0,0,0,0,0
1577,Luismi\acf5410c,es ESP,FW,Sevilla,es La Liga,20,2001,0.1,6,9,87,56,4,5,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1578,Douglas Luiz\6f7d826d,br BRA,MF,Aston Villa,eng Premier League,23,1998,30.2,1246,1495,23908,6485,493,549,541,613,186,289,3,2,23,8,8,75,46,19,1,3,6,0,8,3,2,0,2,1,0
1579,Romelu Lukaku\5eae500a,be BEL,FW,Chelsea,eng Premier League,28,1993,17.7,234,320,2993,430,151,185,56,82,10,17,0,8,42,13,1,44,30,0,4,2,6,2,5,0,0,1,0,3,1
1580,Castello Lukeba\5b9512c5,fr FRA,DF,Lyon,fr Ligue 1,18,2002,23.3,1511,1654,30804,9972,455,489,838,889,209,251,0,2,6,3,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
1581,Dodi Lukebakio\0c61c77c,be BEL,FW,Hertha BSC,de Bundesliga,23,1997,2.0,27,36,480,86,12,17,9,12,5,5,0,1,3,1,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0
1582,Dodi Lukebakio\0c61c77c,be BEL,FWMF,Wolfsburg,de Bundesliga,23,1997,9.8,229,297,3863,705,122,141,77,97,25,41,2,1,17,7,0,29,16,0,9,1,3,0,7,5,0,2,0,0,0
1583,Saša Lukić\c6e8cf1f,rs SRB,MF,Torino,it Serie A,24,1996,33.1,1550,1772,29599,6022,595,659,704,773,221,268,4,5,29,7,4,75,52,10,3,2,5,3,8,5,0,1,0,0,2
1584,Levi Lumeka\199ff86e,eng ENG,DFFW,Troyes,fr Ligue 1,22,1998,0.7,10,17,178,25,5,6,2,6,2,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1585,Andriy Lunin\3061e1ec,ua UKR,GK,Real Madrid,es La Liga,22,1999,2.0,72,82,1683,769,18,18,38,40,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,Andrey Lunyov\8a6ab963,ru RUS,GK,Leverkusen,de Bundesliga,29,1991,1.0,43,49,1019,597,10,10,26,26,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,Sebastiano Luperto\997fff07,it ITA,DF,Empoli,it Serie A,24,1996,21.8,826,971,17968,6119,200,223,461,500,151,228,1,0,9,3,0,16,14,1,0,0,0,1,2,2,0,0,0,0,0
1588,Andreas Luthe\7fe12375,de GER,GK,Union Berlin,de Bundesliga,34,1987,27.0,652,998,20760,13510,106,108,281,287,264,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,Lyanco\b5bf1770,br BRA,DF,Southampton,eng Premier League,24,1997,10.1,277,369,6108,2109,75,84,152,173,48,106,0,0,6,0,0,9,6,0,0,1,0,2,1,1,0,0,0,0,0
1590,Charalambos Lykogiannis\5efc5389,gr GRE,DF,Cagliari,it Serie A,27,1993,20.2,474,758,9433,4588,158,199,243,334,67,188,0,1,21,7,5,19,10,8,0,1,0,0,0,0,0,0,0,0,0
1591,Yannis M'Bemba\080de72a,fr FRA,DFFW,Nantes,fr Ligue 1,20,2001,0.1,4,5,62,13,3,3,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,Alexis Mac Allister\83d074ff,ar ARG,MFFW,Brighton,eng Premier League,22,1998,23.6,877,1081,16475,4301,395,457,344,382,123,194,2,5,57,9,4,66,46,9,1,2,4,4,4,1,2,0,1,0,0
1593,Deiver Machado\b3f8bdef,co COL,DF,Lens,fr Ligue 1,27,1993,5.8,216,257,3494,1169,108,120,92,102,12,23,1,0,2,0,0,15,12,0,0,0,1,2,1,1,0,0,0,0,0
1594,Darwin Machís\ed6ea4d9,ve VEN,MFFW,Granada,es La Liga,28,1993,15.3,292,437,5678,1812,132,155,96,142,56,106,2,4,38,17,1,40,26,2,6,3,3,0,5,3,0,1,1,0,0
1595,Yvann Macon\0bb6e193,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1998,17.0,751,995,13187,4586,385,437,276,357,81,145,0,0,15,4,0,29,25,2,1,1,0,0,3,2,0,0,1,0,0
1596,James Maddison\ee38d9c5,eng ENG,MFFW,Leicester City,eng Premier League,24,1996,27.3,777,1075,14931,4401,329,392,316,387,119,249,8,12,73,33,13,100,56,12,9,8,12,3,19,13,1,1,1,2,1
1597,Niki Mäenpää\14a96e1c,fi FIN,GK,Venezia,it Serie A,36,1985,16.5,348,521,9833,5913,84,85,138,141,119,286,1,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0
1598,Pablo Maffeo\5db04597,es ESP,DF,Mallorca,es La Liga,24,1997,32.7,901,1317,15683,6809,442,513,353,488,89,262,4,1,29,7,0,54,33,2,5,3,8,3,10,6,0,1,0,3,0
1599,Louis Mafouta\bec3d251,cf CTA,FW,Metz,fr Ligue 1,27,1994,5.8,112,141,1450,147,76,86,26,38,3,5,0,2,9,7,0,9,6,0,0,0,2,1,0,0,0,0,0,0,0
1600,Giulio Maggiore\957e4c87,it ITA,MF,Spezia,it Serie A,23,1998,31.3,861,1139,15435,4464,392,477,362,434,89,176,3,2,42,8,0,73,57,1,6,3,6,0,4,4,0,0,0,0,0
1601,Matej Maglica\36cf2caf,hr CRO,DF,Stuttgart,de Bundesliga,22,1998,0.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,Francesco Magnanelli\07767f42,it ITA,MF,Sassuolo,it Serie A,36,1984,3.0,226,253,4328,964,91,97,97,103,34,46,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1603,Giangiacomo Magnani\cce9f582,it ITA,DF,Hellas Verona,it Serie A,25,1995,5.9,177,223,3772,1114,51,58,87,101,35,56,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
